Kategorija,ID,Model,Compression,Coverage,Density,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore
Kultura,518,Ekstraktivna,17.549,0.032,0.3529,0.1778,0.0227,0.1556,0.7231
Kultura,518,Apstraktivna,29.8333,0.0256,0.2667,1.0,1.0,1.0,1.0
Kultura,518,ChatGPT,27.1212,0.0299,0.4242,0.1765,0.0303,0.1471,0.7288
Kultura,518,Gemini,42.619,0.0085,0.0,0.2807,0.0364,0.2105,0.7463
Kultura,518,Claude,38.913,0.0085,0.0,0.1754,0.0,0.1053,0.6948
Kultura,519,Ekstraktivna,7.7959,0.0545,0.2041,0.2093,0.0476,0.1163,0.7154
Kultura,519,Apstraktivna,14.1481,0.0318,0.1481,1.0,1.0,1.0,1.0
Kultura,519,ChatGPT,15.9167,0.0045,0.0833,0.1379,0.0357,0.1379,0.7121
Kultura,519,Gemini,17.3636,0.0182,0.0909,0.2642,0.0392,0.1509,0.7593
Kultura,519,Claude,19.1,0.0091,0.1,0.0769,0.0,0.0769,0.6611
Kultura,520,Ekstraktivna,4.9483,0.1472,0.3448,0.1538,0.0196,0.1154,0.6924
Kultura,520,Apstraktivna,9.8966,0.0307,0.1379,1.0,1.0,1.0,1.0
Kultura,520,ChatGPT,11.48,0.0368,0.08,0.127,0.0,0.0952,0.7088
Kultura,520,Gemini,13.6667,0.0307,0.0952,0.1695,0.0,0.1017,0.7401
Kultura,520,Claude,11.9583,0.0184,0.0833,0.0984,0.0,0.0656,0.6882
Kultura,521,Ekstraktivna,7.1837,0.0619,0.2041,0.1839,0.0,0.1379,0.6902
Kultura,521,Apstraktivna,13.5385,0.0258,0.0,1.0,1.0,1.0,1.0
Kultura,521,ChatGPT,12.5714,0.0361,0.2143,0.127,0.0,0.0952,0.6712
Kultura,521,Gemini,17.6,0.0052,0.0,0.0385,0.0,0.0385,0.6914
Kultura,521,Claude,16.7619,0.0,0.0,0.1154,0.0,0.0769,0.6553
Kultura,522,Ekstraktivna,4.75,0.1452,0.4167,0.2623,0.0678,0.2623,0.691
Kultura,522,Apstraktivna,4.3846,0.1129,0.3077,1.0,1.0,1.0,1.0
Kultura,522,ChatGPT,4.2222,0.0806,0.2222,0.127,0.0,0.0952,0.6766
Kultura,522,Gemini,6.7059,0.0161,0.0,0.2857,0.0426,0.1633,0.6932
Kultura,522,Claude,6.0,0.0161,0.0,0.1887,0.0392,0.1509,0.6849
Kultura,523,Ekstraktivna,6.1515,0.128,0.4242,0.1562,0.0645,0.125,0.6985
Kultura,523,Apstraktivna,8.4583,0.04,0.25,1.0,1.0,1.0,1.0
Kultura,523,ChatGPT,8.4583,0.088,0.5,0.1887,0.0392,0.1132,0.7089
Kultura,523,Gemini,11.2778,0.008,0.1111,0.2128,0.0444,0.1277,0.6943
Kultura,523,Claude,10.15,0.008,0.0,0.2041,0.0851,0.2041,0.6824
Kultura,524,Ekstraktivna,18.6667,0.0512,0.4444,0.1647,0.0241,0.1176,0.6859
Kultura,524,Apstraktivna,31.1111,0.0209,0.0741,1.0,1.0,1.0,1.0
Kultura,524,ChatGPT,30.0,0.0209,0.0714,0.25,0.0323,0.1562,0.7111
Kultura,524,Gemini,35.0,0.0186,0.0833,0.1667,0.0,0.1,0.6895
Kultura,524,Claude,49.4118,0.007,0.0,0.2593,0.0385,0.2222,0.7202
Kultura,525,Ekstraktivna,3.0244,0.2329,0.3902,0.274,0.0845,0.2192,0.7209
Kultura,525,Apstraktivna,5.1667,0.0685,0.1667,1.0,1.0,1.0,1.0
Kultura,525,ChatGPT,5.6364,0.0411,0.2727,0.1923,0.08,0.1923,0.7219
Kultura,525,Gemini,6.2,0.0274,0.0,0.1633,0.0,0.1224,0.6765
Kultura,525,Claude,8.2667,0.0,0.0,0.0909,0.0,0.0455,0.6871
Kultura,526,Ekstraktivna,13.8776,0.0482,0.3265,0.2727,0.0698,0.1818,0.6996
Kultura,526,Apstraktivna,22.6667,0.0254,0.2,1.0,1.0,1.0,1.0
Kultura,526,ChatGPT,21.9355,0.0305,0.3871,0.2,0.0,0.1429,0.6802
Kultura,526,Gemini,26.1538,0.0178,0.1538,0.2258,0.0333,0.0645,0.7128
Kultura,526,Claude,30.9091,0.0051,0.0,0.1639,0.0,0.1311,0.6934
Kultura,527,Ekstraktivna,2.4737,0.2931,0.4737,0.2338,0.08,0.1558,0.6943
Kultura,527,Apstraktivna,4.087,0.1207,0.2609,1.0,1.0,1.0,1.0
Kultura,527,ChatGPT,5.875,0.0517,0.125,0.3333,0.0769,0.2222,0.7744
Kultura,527,Gemini,7.2308,0.069,0.0,0.0444,0.0,0.0444,0.6944
Kultura,527,Claude,7.2308,0.0172,0.0,0.0833,0.0435,0.0833,0.6682
Kultura,528,Ekstraktivna,14.6216,0.0304,0.2703,0.3288,0.0282,0.2192,0.7094
Kultura,528,Apstraktivna,20.8077,0.0114,0.0,1.0,1.0,1.0,1.0
Kultura,528,ChatGPT,23.5217,0.0076,0.087,0.1667,0.0,0.1,0.674
Kultura,528,Gemini,30.0556,0.0038,0.0,0.1538,0.0,0.1538,0.6691
Kultura,528,Claude,31.8235,0.0038,0.0,0.0769,0.0,0.0769,0.6442
Kultura,529,Ekstraktivna,4.375,0.1858,0.45,0.2286,0.0588,0.1429,0.6776
Kultura,529,Apstraktivna,7.9545,0.0619,0.2727,1.0,1.0,1.0,1.0
Kultura,529,ChatGPT,8.75,0.0354,0.3,0.125,0.0,0.0833,0.7016
Kultura,529,Gemini,10.2941,0.0265,0.1176,0.1739,0.0,0.087,0.6953
Kultura,529,Claude,10.2941,0.0,0.0,0.186,0.0,0.1395,0.6992
Kultura,530,Ekstraktivna,4.7097,0.2179,0.4516,0.4,0.1587,0.4,0.7672
Kultura,530,Apstraktivna,5.2143,0.1026,0.2143,1.0,1.0,1.0,1.0
Kultura,530,ChatGPT,5.84,0.0769,0.16,0.2951,0.1017,0.2623,0.7614
Kultura,530,Gemini,8.5882,0.0513,0.0,0.1923,0.08,0.1923,0.6998
Kultura,530,Claude,8.5882,0.0256,0.0,0.1633,0.0,0.1224,0.6889
Kultura,531,Ekstraktivna,9.9388,0.0711,0.2449,0.2708,0.0213,0.1458,0.6967
Kultura,531,Apstraktivna,14.7576,0.0119,0.1212,1.0,1.0,1.0,1.0
Kultura,531,ChatGPT,14.3235,0.0316,0.1176,0.1333,0.0,0.1067,0.669
Kultura,531,Gemini,20.2917,0.0079,0.25,0.375,0.0,0.1875,0.7305
Kultura,531,Claude,23.1905,0.004,0.0952,0.1905,0.0328,0.1587,0.6661
Kultura,532,Ekstraktivna,17.6727,0.0375,0.0727,0.16,0.0,0.08,0.7089
Kultura,532,Apstraktivna,30.375,0.0138,0.0625,1.0,1.0,1.0,1.0
Kultura,532,ChatGPT,34.7143,0.0099,0.0714,0.1429,0.0,0.0857,0.6704
Kultura,532,Gemini,48.6,0.0059,0.0,0.0667,0.0,0.0667,0.6887
Kultura,532,Claude,42.2609,0.0119,0.0,0.1875,0.0,0.125,0.6995
Kultura,533,Ekstraktivna,8.8438,0.0828,0.3125,0.1587,0.0,0.0952,0.6624
Kultura,533,Apstraktivna,10.4815,0.0318,0.1481,1.0,1.0,1.0,1.0
Kultura,533,ChatGPT,12.3043,0.0127,0.087,0.2545,0.0,0.1818,0.6918
Kultura,533,Gemini,16.6471,0.0127,0.0,0.1667,0.0,0.0833,0.651
Kultura,533,Claude,14.15,0.0064,0.0,0.1111,0.0,0.0741,0.6632
Kultura,534,Ekstraktivna,5.381,0.1783,0.619,0.3684,0.0811,0.2105,0.7014
Kultura,534,Apstraktivna,11.3,0.0465,0.1,1.0,1.0,1.0,1.0
Kultura,534,ChatGPT,11.3,0.0543,0.3,0.2308,0.0,0.1538,0.7512
Kultura,534,Gemini,11.3,0.031,0.0,0.3273,0.1509,0.3273,0.7611
Kultura,534,Claude,12.5556,0.0388,0.0,0.2745,0.0816,0.2353,0.7004
Kultura,535,Ekstraktivna,14.6964,0.0522,0.5357,0.1739,0.0222,0.1522,0.6373
Kultura,535,Apstraktivna,35.7826,0.0029,0.0,1.0,1.0,1.0,1.0
Kultura,535,ChatGPT,31.6538,0.0116,0.1538,0.1053,0.0,0.0702,0.6491
Kultura,535,Gemini,54.8667,0.0,0.0,0.0889,0.0,0.0889,0.6631
Kultura,535,Claude,51.4375,0.0029,0.0,0.087,0.0,0.087,0.6644
Kultura,536,Ekstraktivna,11.3333,0.0528,0.2564,0.1707,0.0,0.0732,0.6942
Kultura,536,Apstraktivna,13.8125,0.0189,0.125,1.0,1.0,1.0,1.0
Kultura,536,ChatGPT,19.2174,0.0151,0.087,0.1587,0.0,0.0952,0.6754
Kultura,536,Gemini,27.625,0.0113,0.125,0.2105,0.0,0.1404,0.6685
Kultura,536,Claude,26.0,0.0113,0.0,0.1071,0.0,0.0714,0.6699
Kultura,537,Ekstraktivna,14.7358,0.0521,0.4151,0.2609,0.0667,0.2391,0.6902
Kultura,537,Apstraktivna,26.0333,0.0223,0.2,1.0,1.0,1.0,1.0
Kultura,537,ChatGPT,25.1935,0.0273,0.2581,0.1493,0.0308,0.1194,0.6848
Kultura,537,Gemini,35.5,0.0223,0.2727,0.1379,0.0357,0.1034,0.6884
Kultura,537,Claude,41.1053,0.0099,0.0,0.0741,0.0,0.0741,0.6872
Kultura,538,Ekstraktivna,4.5714,0.1695,0.3333,0.375,0.1064,0.25,0.7418
Kultura,538,Apstraktivna,5.3333,0.0932,0.1667,1.0,1.0,1.0,1.0
Kultura,538,ChatGPT,6.8571,0.0678,0.1429,0.3117,0.0533,0.2078,0.7231
Kultura,538,Gemini,8.7273,0.0763,0.1818,0.2162,0.0278,0.1081,0.7183
Kultura,538,Claude,8.7273,0.0424,0.0909,0.3333,0.0571,0.1667,0.7124
Kultura,539,Ekstraktivna,8.2955,0.1042,0.4091,0.1205,0.0,0.0964,0.6637
Kultura,539,Apstraktivna,12.1667,0.0,0.0,1.0,1.0,1.0,1.0
Kultura,539,ChatGPT,11.7742,0.0365,0.2581,0.1818,0.0312,0.1212,0.7122
Kultura,539,Gemini,20.2778,0.0104,0.0,0.1132,0.0,0.1132,0.6845
Kultura,539,Claude,20.2778,0.0052,0.0,0.1852,0.0385,0.1481,0.6687
Kultura,540,Ekstraktivna,8.2553,0.1058,0.4255,0.2022,0.0,0.1124,0.6725
Kultura,540,Apstraktivna,12.125,0.0625,0.25,1.0,1.0,1.0,1.0
Kultura,540,ChatGPT,14.9231,0.0192,0.0769,0.0923,0.0,0.0615,0.6706
Kultura,540,Gemini,20.4211,0.0144,0.0,0.1311,0.0,0.1311,0.675
Kultura,540,Claude,22.8235,0.0192,0.0,0.1695,0.0,0.0678,0.6879
Kultura,541,Ekstraktivna,8.6,0.0988,0.52,0.1915,0.0652,0.1702,0.7119
Kultura,541,Apstraktivna,13.871,0.0412,0.1935,1.0,1.0,1.0,1.0
Kultura,541,ChatGPT,16.5385,0.037,0.2308,0.2121,0.0312,0.1515,0.6758
Kultura,541,Gemini,22.6316,0.0165,0.0,0.2,0.0345,0.1667,0.7082
Kultura,541,Claude,23.8889,0.0206,0.1111,0.1071,0.037,0.1071,0.7046
Kultura,542,Ekstraktivna,7.7143,0.1582,0.4762,0.2424,0.0412,0.202,0.6631
Kultura,542,Apstraktivna,7.0435,0.0508,0.1304,1.0,1.0,1.0,1.0
Kultura,542,ChatGPT,8.1,0.0565,0.05,0.2292,0.0426,0.1875,0.703
Kultura,542,Gemini,11.5714,0.0452,0.0714,0.2169,0.0494,0.1687,0.6929
Kultura,542,Claude,14.087,0.0113,0.0,0.1795,0.0526,0.1538,0.7002
Kultura,543,Ekstraktivna,5.5581,0.1325,0.3256,0.2353,0.0482,0.1882,0.6834
Kultura,543,Apstraktivna,6.6389,0.0331,0.0556,1.0,1.0,1.0,1.0
Kultura,543,ChatGPT,7.4688,0.0596,0.1875,0.1867,0.0548,0.16,0.7225
Kultura,543,Gemini,9.1923,0.0464,0.0769,0.2353,0.0303,0.1765,0.6964
Kultura,543,Claude,11.381,0.0132,0.0,0.1905,0.0656,0.1587,0.7172
Kultura,544,Ekstraktivna,4.7377,0.1062,0.4918,0.1731,0.0392,0.1346,0.6679
Kultura,544,Apstraktivna,7.8108,0.0531,0.1622,1.0,1.0,1.0,1.0
Kultura,544,ChatGPT,10.7037,0.0531,0.1481,0.3188,0.1194,0.2029,0.7274
Kultura,544,Gemini,10.7037,0.0265,0.1481,0.3099,0.087,0.1972,0.7098
Kultura,544,Claude,13.7619,0.0088,0.0952,0.2188,0.0323,0.1562,0.7149
Kultura,545,Ekstraktivna,4.3095,0.2,0.4286,0.175,0.0256,0.15,0.7122
Kultura,545,Apstraktivna,6.7037,0.0667,0.1481,1.0,1.0,1.0,1.0
Kultura,545,ChatGPT,5.8387,0.1222,0.2581,0.1791,0.0308,0.1194,0.7053
Kultura,545,Gemini,7.8696,0.0333,0.0,0.1053,0.0,0.1053,0.72
Kultura,545,Claude,7.8696,0.0556,0.087,0.25,0.0,0.1786,0.7215
Kultura,546,Ekstraktivna,5.9216,0.0431,0.4706,0.3617,0.1304,0.2766,0.7295
Kultura,546,Apstraktivna,8.1622,0.0603,0.3784,1.0,1.0,1.0,1.0
Kultura,546,ChatGPT,8.3889,0.0431,0.2778,0.525,0.2564,0.45,0.8069
Kultura,546,Gemini,11.1852,0.0259,0.2963,0.5352,0.2609,0.4507,0.8152
Kultura,546,Claude,13.7273,0.0172,0.1818,0.4375,0.129,0.3438,0.7663
Kultura,547,Ekstraktivna,4.9318,0.1475,0.2727,0.1839,0.0706,0.1839,0.6705
Kultura,547,Apstraktivna,7.2333,0.0656,0.1333,1.0,1.0,1.0,1.0
Kultura,547,ChatGPT,7.2333,0.1066,0.2667,0.2571,0.0294,0.1714,0.6994
Kultura,547,Gemini,10.3333,0.0246,0.0,0.4138,0.1429,0.3793,0.804
Kultura,547,Claude,11.4211,0.0246,0.1053,0.4561,0.1818,0.4211,0.7484
Kultura,548,Ekstraktivna,8.1875,0.0806,0.2917,0.1628,0.0,0.093,0.6527
Kultura,548,Apstraktivna,12.6774,0.0284,0.0645,1.0,1.0,1.0,1.0
Kultura,548,ChatGPT,14.0357,0.0332,0.0714,0.0938,0.0,0.0938,0.6862
Kultura,548,Gemini,15.1154,0.0379,0.1538,0.1613,0.0,0.129,0.6896
Kultura,548,Claude,18.7143,0.019,0.0,0.1017,0.0,0.1017,0.675
Kultura,549,Ekstraktivna,17.2542,0.048,0.2712,0.1616,0.0,0.1212,0.6535
Kultura,549,Apstraktivna,33.9333,0.0037,0.0,1.0,1.0,1.0,1.0
Kultura,549,ChatGPT,30.8485,0.0129,0.1212,0.1429,0.0,0.1143,0.6957
Kultura,549,Gemini,44.2609,0.0074,0.1739,0.1967,0.0339,0.1311,0.744
Kultura,549,Claude,42.4167,0.0129,0.0833,0.1935,0.0333,0.1613,0.6894
Kultura,550,Ekstraktivna,0.3333,0.0,0.0,0.1754,0.0179,0.1404,0.6948
Kultura,550,Apstraktivna,0.7742,0.0,0.0,1.0,1.0,1.0,1.0
Kultura,550,ChatGPT,1.1429,0.0625,0.0,0.2759,0.0357,0.2069,0.7462
Kultura,550,Gemini,1.0435,0.0,0.0,0.1667,0.0,0.1333,0.726
Kultura,550,Claude,1.0435,0.0625,0.0,0.1639,0.0678,0.1311,0.7124
Kultura,551,Ekstraktivna,0.2679,0.3077,0.0714,0.2128,0.0435,0.1489,0.6961
Kultura,551,Apstraktivna,0.6,0.0769,0.0,1.0,1.0,1.0,1.0
Kultura,551,ChatGPT,0.7895,0.0769,0.0,0.3333,0.087,0.2917,0.8012
Kultura,551,Gemini,0.7895,0.0,0.0,0.4255,0.1778,0.4255,0.767
Kultura,551,Claude,0.8333,0.0,0.0,0.2609,0.0,0.2174,0.7375
Kultura,552,Ekstraktivna,0.0968,0.6,0.0323,0.0816,0.0,0.0612,0.6432
Kultura,552,Apstraktivna,0.25,0.0,0.0,1.0,1.0,1.0,1.0
Kultura,552,ChatGPT,0.375,0.0,0.0,0.087,0.0,0.087,0.7022
Kultura,552,Gemini,0.3333,0.0,0.0,0.1739,0.0,0.1739,0.7027
Kultura,552,Claude,0.4615,0.0,0.0,0.3182,0.1429,0.2727,0.7371
Kultura,553,Ekstraktivna,0.1207,0.2,0.0345,0.092,0.0,0.092,0.6502
Kultura,553,Apstraktivna,0.3182,0.0,0.0,1.0,1.0,1.0,1.0
Kultura,553,ChatGPT,0.3684,0.0,0.0,0.087,0.0,0.087,0.6972
Kultura,553,Gemini,0.4375,0.0,0.0,0.2609,0.0,0.1739,0.7047
Kultura,553,Claude,0.5385,0.0,0.0,0.15,0.0,0.15,0.6961
Kultura,554,Ekstraktivna,0.434,0.4,0.0755,0.1818,0.0233,0.1136,0.6786
Kultura,554,Apstraktivna,0.8846,0.0667,0.0,1.0,1.0,1.0,1.0
Kultura,554,ChatGPT,1.15,0.1333,0.1,0.0784,0.0,0.0784,0.6683
Kultura,554,Gemini,1.2105,0.0667,0.0,0.0833,0.0,0.0417,0.6815
Kultura,554,Claude,1.15,0.2,0.2,0.0426,0.0,0.0426,0.6945
Kultura,555,Ekstraktivna,0.2963,0.1667,0.0,0.3191,0.0435,0.2128,0.6733
Kultura,555,Apstraktivna,0.6154,0.0833,0.0,1.0,1.0,1.0,1.0
Kultura,555,ChatGPT,0.64,0.0833,0.0,0.3,0.0345,0.2333,0.7552
Kultura,555,Gemini,1.0,0.1667,0.0,0.2692,0.04,0.1538,0.719
Kultura,555,Claude,0.8421,0.0,0.0,0.2308,0.0,0.1154,0.6904
Kultura,556,Ekstraktivna,0.5833,0.6364,0.3333,0.2381,0.1,0.2381,0.6701
Kultura,556,Apstraktivna,0.9333,0.1818,0.1333,1.0,1.0,1.0,1.0
Kultura,556,ChatGPT,1.0769,0.1818,0.1538,0.25,0.0667,0.25,0.7122
Kultura,556,Gemini,1.75,0.1818,0.25,0.3077,0.1667,0.3077,0.7309
Kultura,556,Claude,1.4,0.1818,0.2,0.4138,0.2222,0.3448,0.7535
Kultura,557,Ekstraktivna,0.325,0.3,0.05,0.2632,0.0541,0.2105,0.6909
Kultura,557,Apstraktivna,0.5909,0.1,0.0,1.0,1.0,1.0,1.0
Kultura,557,ChatGPT,0.7222,0.1,0.1111,0.3673,0.0851,0.2857,0.7579
Kultura,557,Gemini,0.9286,0.2,0.0,0.1304,0.0455,0.1304,0.6854
Kultura,557,Claude,0.7647,0.0,0.0,0.2083,0.0435,0.1667,0.7041
Kultura,558,Ekstraktivna,0.297,0.1667,0.0198,0.1529,0.0,0.1019,0.632
Kultura,558,Apstraktivna,0.7143,0.0556,0.0,1.0,1.0,1.0,1.0
Kultura,558,ChatGPT,1.6667,0.0556,0.0,0.2769,0.127,0.2462,0.7239
Kultura,558,Gemini,1.7647,0.0556,0.0,0.2727,0.0937,0.1818,0.698
Kultura,558,Claude,1.875,0.0,0.0,0.127,0.0,0.127,0.6692
Kultura,559,Ekstraktivna,0.3846,0.2222,0.0615,0.2143,0.0364,0.1607,0.6985
Kultura,559,Apstraktivna,0.8065,0.0556,0.0,1.0,1.0,1.0,1.0
Kultura,559,ChatGPT,1.1364,0.0,0.0,0.254,0.0656,0.2222,0.7059
Kultura,559,Gemini,1.6667,0.0,0.0,0.1111,0.0385,0.1111,0.6869
Kultura,559,Claude,1.3889,0.0,0.1111,0.1724,0.0357,0.1379,0.7035
Politika,70,Ekstraktivna,7.6964,0.1729,0.9643,0.2476,0.0777,0.1333,0.6934
Politika,70,Apstraktivna,12.3143,0.0327,0.1714,1.0,1.0,1.0,1.0
Politika,70,ChatGPT,9.3696,0.0514,0.2174,0.383,0.1304,0.2553,0.7506
Politika,70,Gemini,7.9815,0.0421,0.1852,0.28,0.0408,0.16,0.7413
Politika,70,Claude,13.0606,0.0187,0.0606,0.1842,0.027,0.1053,0.7297
Politika,71,Ekstraktivna,6.7273,0.1765,0.8571,0.2556,0.0305,0.1504,0.7008
Politika,71,Apstraktivna,11.5111,0.0484,0.1333,1.0,1.0,1.0,1.0
Politika,71,ChatGPT,11.0213,0.0554,0.1702,0.2524,0.0396,0.1748,0.7089
Politika,71,Gemini,11.0213,0.0554,0.2979,0.243,0.0381,0.1682,0.6966
Politika,71,Claude,14.0,0.0242,0.1081,0.4086,0.1538,0.1935,0.7342
Politika,72,Ekstraktivna,1.6892,0.6027,0.973,0.2063,0.0323,0.127,0.6698
Politika,72,Apstraktivna,3.3784,0.0822,0.0541,1.0,1.0,1.0,1.0
Politika,72,ChatGPT,2.907,0.1233,0.1395,0.4375,0.1702,0.3542,0.7847
Politika,72,Gemini,3.5714,0.0548,0.1143,0.3171,0.1,0.2195,0.7342
Politika,72,Claude,3.2051,0.0411,0.0,0.3448,0.1176,0.2529,0.7833
Politika,73,Ekstraktivna,3.3258,0.302,0.8764,0.2302,0.0292,0.1583,0.6816
Politika,73,Apstraktivna,8.2222,0.0403,0.1111,1.0,1.0,1.0,1.0
Politika,73,ChatGPT,7.7895,0.0738,0.2105,0.3133,0.1235,0.2651,0.7553
Politika,73,Gemini,8.9697,0.047,0.0606,0.2651,0.0988,0.1446,0.7123
Politika,73,Claude,8.9697,0.0201,0.0606,0.1538,0.0263,0.1026,0.7055
Politika,74,Ekstraktivna,4.2097,0.1781,0.3548,0.3284,0.1364,0.2836,0.7245
Politika,74,Apstraktivna,5.22,0.1096,0.4,1.0,1.0,1.0,1.0
Politika,74,ChatGPT,5.4375,0.089,0.2083,0.5225,0.1835,0.4324,0.7893
Politika,74,Gemini,6.3659,0.0753,0.1951,0.4231,0.1961,0.3269,0.7455
Politika,74,Claude,8.7,0.0548,0.2,0.3596,0.1149,0.2921,0.7621
Politika,75,Ekstraktivna,4.7143,0.1282,0.4082,0.26,0.0612,0.2,0.6743
Politika,75,Apstraktivna,5.9231,0.0513,0.1538,1.0,1.0,1.0,1.0
Politika,75,ChatGPT,6.2432,0.0855,0.2162,0.3371,0.1149,0.2697,0.765
Politika,75,Gemini,6.6,0.0427,0.0,0.2588,0.0964,0.2118,0.7349
Politika,75,Claude,7.9655,0.0427,0.0,0.2439,0.0,0.1463,0.7008
Politika,76,Ekstraktivna,7.3333,0.1401,0.3509,0.2982,0.0893,0.2105,0.7262
Politika,76,Apstraktivna,9.5,0.0676,0.1364,1.0,1.0,1.0,1.0
Politika,76,ChatGPT,9.5,0.0676,0.2273,0.2857,0.1042,0.2041,0.7373
Politika,76,Gemini,11.9429,0.0725,0.1714,0.2824,0.0723,0.2118,0.733
Politika,76,Claude,13.0625,0.0193,0.0,0.2963,0.0759,0.2222,0.7245
Politika,77,Ekstraktivna,5.74,0.1803,0.64,0.2917,0.0851,0.2083,0.6826
Politika,77,Apstraktivna,8.2,0.0383,0.1714,1.0,1.0,1.0,1.0
Politika,77,ChatGPT,8.2,0.0383,0.1143,0.3544,0.1558,0.2532,0.7631
Politika,77,Gemini,8.2,0.0383,0.1143,0.4096,0.1235,0.241,0.7307
Politika,77,Claude,9.8966,0.0109,0.069,0.3158,0.0811,0.1842,0.7257
Politika,78,Ekstraktivna,6.9744,0.16,0.5641,0.3059,0.1205,0.2588,0.6794
Politika,78,Apstraktivna,9.0667,0.04,0.1333,1.0,1.0,1.0,1.0
Politika,78,ChatGPT,9.0667,0.0533,0.4,0.3846,0.1316,0.3077,0.7323
Politika,78,Gemini,7.7714,0.06,0.1714,0.4578,0.2469,0.4096,0.7463
Politika,78,Claude,8.7742,0.0133,0.0645,0.2785,0.0779,0.2025,0.7434
Politika,79,Ekstraktivna,4.9394,0.1548,0.4848,0.3733,0.1644,0.24,0.7273
Politika,79,Apstraktivna,4.6571,0.0952,0.2857,1.0,1.0,1.0,1.0
Politika,79,ChatGPT,5.2581,0.1071,0.3871,0.3889,0.1143,0.2222,0.7631
Politika,79,Gemini,6.037,0.0595,0.2222,0.3636,0.125,0.1818,0.7682
Politika,79,Claude,7.4091,0.0357,0.0,0.2222,0.0328,0.127,0.6702
Politika,80,Ekstraktivna,7.7368,0.103,0.3158,0.1918,0.0563,0.137,0.692
Politika,80,Apstraktivna,9.8,0.0485,0.1333,1.0,1.0,1.0,1.0
Politika,80,ChatGPT,8.9091,0.0303,0.1818,0.1667,0.0,0.1111,0.7307
Politika,80,Gemini,11.3077,0.0545,0.0769,0.2951,0.1356,0.2623,0.7334
Politika,80,Claude,10.8889,0.0182,0.0,0.0968,0.0,0.0645,0.6822
Politika,81,Ekstraktivna,8.4211,0.117,0.6316,0.3333,0.0976,0.2857,0.6825
Politika,81,Apstraktivna,10.3226,0.016,0.129,1.0,1.0,1.0,1.0
Politika,81,ChatGPT,10.6667,0.0638,0.4,0.3562,0.1127,0.3014,0.7278
Politika,81,Gemini,13.913,0.0372,0.3478,0.4118,0.2121,0.2647,0.7784
Politika,81,Claude,13.3333,0.0106,0.0,0.2424,0.0312,0.1515,0.7106
Politika,82,Ekstraktivna,2.7935,0.3097,0.4348,0.2169,0.061,0.1807,0.7425
Politika,82,Apstraktivna,5.587,0.071,0.087,1.0,1.0,1.0,1.0
Politika,82,ChatGPT,6.2683,0.071,0.1951,0.3019,0.0769,0.2642,0.7602
Politika,82,Gemini,6.2683,0.0903,0.0976,0.3019,0.0962,0.2642,0.758
Politika,82,Claude,9.8846,0.0,0.0,0.1163,0.0,0.093,0.7075
Politika,83,Ekstraktivna,11.7821,0.0806,0.4615,0.2937,0.156,0.2378,0.7214
Politika,83,Apstraktivna,23.5641,0.0242,0.2564,1.0,1.0,1.0,1.0
Politika,83,ChatGPT,24.8378,0.0349,0.3784,0.2366,0.0879,0.2151,0.7384
Politika,83,Gemini,31.6897,0.0269,0.2759,0.2892,0.1481,0.2892,0.7183
Politika,83,Claude,43.7619,0.0,0.0,0.1867,0.1096,0.1867,0.6918
Politika,84,Ekstraktivna,5.3077,0.1417,0.4615,0.1667,0.0244,0.119,0.6822
Politika,84,Apstraktivna,6.9,0.0315,0.1333,1.0,1.0,1.0,1.0
Politika,84,ChatGPT,10.35,0.0394,0.3,0.1967,0.0,0.1311,0.6955
Politika,84,Gemini,10.8947,0.0236,0.0,0.1017,0.0,0.1017,0.6625
Politika,84,Claude,10.8947,0.0079,0.0,0.0702,0.0,0.0351,0.667
Politika,85,Ekstraktivna,5.1212,0.1442,0.5152,0.1296,0.0,0.0926,0.671
Politika,85,Apstraktivna,9.6571,0.0337,0.0571,1.0,1.0,1.0,1.0
Politika,85,ChatGPT,10.5625,0.0288,0.0625,0.2222,0.0,0.1389,0.7104
Politika,85,Gemini,13.0,0.0337,0.1538,0.1562,0.0,0.125,0.7093
Politika,85,Claude,16.9,0.0048,0.0,0.2373,0.0351,0.2034,0.6991
Politika,86,Ekstraktivna,7.3514,0.0848,0.2703,0.2667,0.0548,0.1867,0.731
Politika,86,Apstraktivna,9.3793,0.0182,0.1379,1.0,1.0,1.0,1.0
Politika,86,ChatGPT,9.7143,0.0424,0.1429,0.254,0.0656,0.254,0.7483
Politika,86,Gemini,7.5556,0.0303,0.1111,0.274,0.1127,0.2192,0.7385
Politika,86,Claude,12.3636,0.0,0.0,0.2295,0.0,0.1639,0.6807
Politika,87,Ekstraktivna,15.119,0.0472,0.2857,0.137,0.0282,0.137,0.6826
Politika,87,Apstraktivna,24.4231,0.0194,0.2308,1.0,1.0,1.0,1.0
Politika,87,ChatGPT,30.2381,0.0194,0.1905,0.25,0.0741,0.2143,0.7471
Politika,87,Gemini,22.6786,0.0194,0.2143,0.3,0.1379,0.3,0.7193
Politika,87,Claude,33.4211,0.0111,0.0,0.2222,0.0385,0.1852,0.7005
Politika,88,Ekstraktivna,5.1087,0.2033,0.4783,0.2444,0.0909,0.1778,0.6834
Politika,88,Apstraktivna,9.0385,0.065,0.1538,1.0,1.0,1.0,1.0
Politika,88,ChatGPT,9.4,0.065,0.48,0.2333,0.069,0.1333,0.6948
